 0.1355770	  1.115039E+02
 0.1389230	  1.001776E+02
 0.1422690	  9.015521E+01
 0.1456150	  8.127785E+01
 0.1489620	  7.340505E+01
 0.1523080	  6.641377E+01
 0.1556540	  6.019606E+01
 0.1590000	  5.465756E+01
 0.1623460	  4.971577E+01
 0.1656920	  4.529873E+01
 0.1690380	  4.134364E+01
 0.1723850	  3.779590E+01
 0.1757310	  3.460774E+01
 0.1790770	  3.173758E+01
 0.1824230	  2.914904E+01
 0.1857690	  2.681024E+01
 0.1891150	  2.469341E+01
 0.1924620	  2.277410E+01
 0.1958080	  2.103095E+01
 0.1991540	  1.944515E+01
 0.2025000	  1.800017E+01
 0.2058460	  1.668140E+01
 0.2091920	  1.547595E+01
 0.2125380	  1.437243E+01
 0.2158850	  1.336074E+01
 0.2192310	  1.243194E+01
 0.2225770	  1.157808E+01
 0.2259230	  1.079208E+01
 0.2292690	  1.006759E+01
 0.2326150	  9.398998E+00
 0.2359620	  8.781223E+00
 0.2393080	  8.209759E+00
 0.2426540	  7.680532E+00
 0.2460000	  7.189900E+00
 0.2493460	  6.734570E+00
 0.2526920	  6.311566E+00
 0.2560380	  5.918210E+00
 0.2593850	  5.552074E+00
 0.2627310	  5.210960E+00
 0.2660770	  4.892877E+00
 0.2694230	  4.596011E+00
 0.2727690	  4.318711E+00
 0.2761150	  4.059472E+00
 0.2794620	  3.816919E+00
 0.2828080	  3.589803E+00
 0.2861540	  3.376971E+00
 0.2895000	  3.177377E+00
 0.2928460	  2.990056E+00
 0.2961920	  2.814116E+00
 0.2995380	  2.648746E+00
 0.3028850	  2.493191E+00
 0.3062310	  2.346762E+00
 0.3095770	  2.208819E+00
 0.3129230	  2.078770E+00
 0.3162690	  1.956069E+00
 0.3196150	  1.840207E+00
 0.3229620	  1.730713E+00
 0.3263080	  1.627151E+00
 0.3296540	  1.529114E+00
 0.3330000	  1.436222E+00
 0.3363460	  1.348123E+00
 0.3396920	  1.264485E+00
 0.3430380	  1.185000E+00
 0.3463850	  1.109377E+00
 0.3497310	  1.037346E+00
 0.3530770	  9.686500E-01
 0.3564230	  9.030504E-01
 0.3597690	  8.403202E-01
 0.3631150	  7.802446E-01
 0.3664620	  7.226212E-01
 0.3698080	  6.672578E-01
 0.3731540	  6.139718E-01
 0.3765000	  5.625894E-01
 0.3798460	  5.129445E-01
 0.3831920	  4.648778E-01
 0.3865380	  4.182369E-01
 0.3898850	  3.728744E-01
 0.3932310	  3.286490E-01
 0.3965770	  2.854233E-01
 0.3999230	  2.430640E-01
 0.4032690	  2.014413E-01
 0.4066150	  1.604279E-01
 0.4099620	  1.198992E-01
 0.4133080	  7.973245E-02
 0.4166540	  3.980494E-02
 0.4200000	  2.534144E-15
